id,Dimer_Name,Dimer_SMILES,Component_Name_A,Component_SMILES_A,Component_Name_B,Component_SMILES_B,Component_A_Energy_Hatree,Component_B_Energy_Hatree,Component_B_Thermal_correction_to_Gibbs_Free_Energy_Hatree,Component_B_Thermal_correction_to_Enthalpy_Hatree,Component_B_Entropy_J_per_mol_K,Component_A_HOMO_Hatree,Component_B_HOMO_Hatree,Component_A_Dipole_Debye,Component_B_Dipole_Debye,Component_A_LUMO_Hatree,Component_B_LUMO_Hatree,Component_B_Gibbs_Free_Energy_Hatree,Component_B_Enthalpy_Hatree,Dimer_Energy_Hatree,Dimer_Thermal_correction_to_Gibbs_Free_Energy_Hatree,Dimer_Thermal_correction_to_Enthalpy_Hatree,Dimer_Entropy_J_per_mol_K,Dimer_HOMO_Hatree,Dimer_LUMO_Hatree,Dimer_Dipole_Debye,Dimer_Gibbs_Free_Energy_Hatree,Dimer_Enthalpy_Hatree,Binding_energy_kJ_per_mol,Software,Source,Theory_Level
7693,K+_electrolyte698,CCC1CCOC1OC.[K+],K+,[K+],electrolyte698,CCC1CCOC1OC,-599.7431251,-425.5454739,0.164633,0.210534,404.212056,-0.9748,-0.25555,-599.7609368,-425.7537725,-0.21785,0.03071,-425.3808409,-425.3349399,-1025.2956592,0.15897,0.212984,475.645488,-0.35796,-0.20034,-1025.5253569,-1025.1366892,-1025.0826752,-18.53655510003196,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7694,K+_electrolyte699,COC1CC(C)CCO1.[K+],K+,[K+],electrolyte699,COC1CC(C)CCO1,-599.7431251,-425.5552014,0.166137,0.210713,392.530328,-0.9748,-0.26204,-599.7609368,-425.7645958,-0.21785,0.03697,-425.3890644,-425.3444884,-1025.3394623,0.163534,0.214082,445.127392,-0.40457,-0.16933,-1025.5729922,-1025.1759283,-1025.1253803,-108.0020428997183,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7695,K+_electrolyte700,CCCC1OCCCO1.[K+],K+,[K+],electrolyte700,CCCC1OCCCO1,-599.7431251,-425.5554571,0.165221,0.210599,399.605472,-0.9748,-0.26531,-599.7609368,-425.7651267,-0.21785,0.04278,-425.3902361,-425.3448581,-1025.3388785,0.162371,0.213958,454.269432,-0.41697,-0.17033,-1025.5730826,-1025.1765075,-1025.1249205,-105.7979356497611,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7696,K+_electrolyte701,CCOC1CC(C)CO1.[K+],K+,[K+],electrolyte701,CCOC1CC(C)CO1,-599.7431251,-425.5487957,0.163557,0.209986,408.856296,-0.9748,-0.24945,-599.7609368,-425.7593838,-0.21785,0.03207,-425.3852387,-425.3388097,-1025.3411601,0.160746,0.213425,463.892632,-0.40687,-0.1658,-1025.5758892,-1025.1804141,-1025.1277351,-129.2777821498787,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7697,K+_electrolyte702,CCOC1CCCCO1.[K+],K+,[K+],electrolyte702,CCOC1CCCCO1,-599.7431251,-425.5539563,0.163033,0.209998,413.575848,-0.9748,-0.25729,-599.7609368,-425.7648228,-0.21785,0.04228,-425.3909233,-425.3439583,-1025.3442887,0.160178,0.213284,467.649864,-0.40493,-0.16515,-1025.5797467,-1025.1841107,-1025.1310047,-123.942766150215,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7698,K+_electrolyte703,CCOC1CCOCO1.[K+],K+,[K+],electrolyte703,CCOC1CCOCO1,-599.7431251,-461.4681943,0.142894,0.187705,394.605592,-0.9748,-0.26488,-599.7609368,-461.671409,-0.21785,0.04132,-461.3253003,-461.2804893,-1061.2356892,0.138156,0.190393,460.0056960000001,-0.39993,-0.18576,-1061.4643552,-1061.0975332,-1061.0452962,-63.9829098999688,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7699,K+_electrolyte704,CC(C)CC1OCCO1.[K+],K+,[K+],electrolyte704,CC(C)CC1OCCO1,-599.7431251,-425.5497314,0.162364,0.209835,418.0318080000001,-0.9748,-0.2602,-599.7609368,-425.7586609,-0.21785,0.04188,-425.3873674,-425.3398964,-1025.3281223,0.159734,0.213016,469.1979440000001,-0.40504,-0.17522,-1025.5612644,-1025.1683883,-1025.1151063,-92.59035789967677,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7700,K+_electrolyte705,CCCCC1OCCO1.[K+],K+,[K+],electrolyte705,CCCCC1OCCO1,-599.7431251,-425.5491524,0.162605,0.209929,416.738952,-0.9748,-0.25762,-599.7609368,-425.7589461,-0.21785,0.03936,-425.3865474,-425.3392234,-1025.3067022,0.158183,0.212722,480.268808,-0.36586,-0.19101,-1025.5381193,-1025.1485192,-1025.0939802,-37.87204984986755,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7701,K+_electrolyte706,COCCC1OCCO1.[K+],K+,[K+],electrolyte706,COCCC1OCCO1,-599.7431251,-461.442951,0.139464,0.187021,418.784928,-0.9748,-0.24651,-599.7609368,-461.6469211,-0.21785,0.03898,-461.303487,-461.25593,-1061.2442782,0.138345,0.190717,461.185584,-0.40275,-0.16223,-1061.4748507,-1061.1059332,-1061.0535612,-152.8096135500441,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7702,K+_electrolyte707,CCCOC1COCO1.[K+],K+,[K+],electrolyte707,CCCOC1COCO1,-599.7431251,-461.4607829,0.140383,0.18723,412.538216,-0.9748,-0.26781,-599.7609368,-461.6644622,-0.21785,0.04045,-461.3203999,-461.2735529,-1061.2458754,0.137829,0.190273,461.817368,-0.41186,-0.16765,-1061.4753025,-1061.1080464,-1061.0556024,-110.1854086996382,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7703,K+_electrolyte708,COCC1OCCCO1.[K+],K+,[K+],electrolyte708,COCC1OCCCO1,-599.7431251,-461.4530429,0.1426,0.187392,394.438232,-0.9748,-0.25352,-599.7609368,-461.6564731,-0.21785,0.04123,-461.3104429,-461.2656509,-1061.2479355,0.140084,0.190851,447.052032,-0.39921,-0.16513,-1061.4770459,-1061.1078515,-1061.0570845,-135.9155712499544,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7704,K+_electrolyte709,CCOC1COCCO1.[K+],K+,[K+],electrolyte709,CCOC1COCCO1,-599.7431251,-461.4552714,0.142079,0.187093,396.387976,-0.9748,-0.24586,-599.7609368,-461.6588614,-0.21785,0.04682,-461.3131924,-461.2681784,-1061.2443615,0.13869,0.190416,455.4995280000001,-0.37703,-0.167,-1061.4724156,-1061.1056715,-1061.0539455,-120.681107499764,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7705,K+_electrolyte710,CCOCC1OCCO1.[K+],K+,[K+],electrolyte710,CCOCC1OCCO1,-599.7431251,-461.4555336,0.142499,0.187336,394.835712,-0.9748,-0.24777,-599.7609368,-461.6591241,-0.21785,0.04122,-461.3130346,-461.2681976,-1061.2470241,0.140505,0.190729,442.273904,-0.3969,-0.16988,-1061.4768487,-1061.1065191,-1061.0562951,-126.9833577000601,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7706,K+_electrolyte711,COC1CC(C)(C)CO1.[K+],K+,[K+],electrolyte711,COC1CC(C)(C)CO1,-599.7431251,-425.552992,0.163154,0.209396,407.199432,-0.9748,-0.26136,-599.7609368,-425.7629543,-0.21785,0.03764,-425.389838,-425.343596,-1025.3309052,0.160453,0.212541,458.687736,-0.39305,-0.17697,-1025.5646452,-1025.1704522,-1025.1183642,-91.33615654973909,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7707,K+_electrolyte712,CC1OCC(C)(C)CO1.[K+],K+,[K+],electrolyte712,CC1OCC(C)(C)CO1,-599.7431251,-425.5646098,0.165005,0.209271,389.810728,-0.9748,-0.26064,-599.7609368,-425.7728347,-0.21785,0.03571,-425.3996048,-425.3553388,-1025.3436989,0.161528,0.212454,448.453672,-0.39847,-0.17552,-1025.5763571,-1025.1821709,-1025.1312449,-94.42348199964525,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7708,K+_electrolyte713,CCC1COC(OC)C1.[K+],K+,[K+],electrolyte713,CCC1COC(OC)C1,-599.7431251,-425.5469203,0.163996,0.210244,407.253824,-0.9748,-0.25718,-599.7609368,-425.7559144,-0.21785,0.03228,-425.3829243,-425.3366763,-1025.2954857,0.15923,0.212833,472.026328,-0.36553,-0.19656,-1025.5265323,-1025.1362557,-1025.0826527,-14.28350764978563,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7709,K+_electrolyte714,CCC1COC(C)OC1.[K+],K+,[K+],electrolyte714,CCC1COC(C)OC1,-599.7431251,-425.5576426,0.165019,0.210272,398.496712,-0.9748,-0.25973,-599.7609368,-425.7661431,-0.21785,0.03623,-425.3926236,-425.3473706,-1025.3429545,0.162607,0.213478,447.972512,-0.41154,-0.17165,-1025.575713,-1025.1803475,-1025.1294765,-110.7614433996166,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7710,K+_electrolyte715,COCOC1CCCO1.[K+],K+,[K+],electrolyte715,COCOC1CCCO1,-599.7431251,-461.4581767,0.141131,0.187451,407.885608,-0.9748,-0.26387,-599.7609368,-461.662323,-0.21785,0.04014,-461.3170457000001,-461.2707257,-1061.2461509,0.137491,0.190795,469.394592,-0.4028,-0.16746,-1061.4758782,-1061.1086599,-1061.0553559,-117.7513120497586,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7711,K+_electrolyte716,COC1COC(OC)O1.[K+],K+,[K+],electrolyte716,COC1COC(OC)O1,-599.7431251,-497.3724365,0.118025,0.163388,399.463216,-0.9748,-0.27218,-599.7609368,-497.5706302,-0.21785,0.03204,-497.2544115,-497.2090485,-1097.1580539,0.115447,0.166768,451.93476,-0.40216,-0.17327,-1097.3818274,-1097.0426069,-1096.9912859,-111.5635336496809,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7712,K+_electrolyte717,COC1OCOC(C)O1.[K+],K+,[K+],electrolyte717,COC1OCOC(C)O1,-599.7431251,-497.3829769,0.120299,0.163867,383.660248,-0.9748,-0.27573,-599.7609368,-497.5805592,-0.21785,0.04125,-497.2626779,-497.2191099,-1097.1620702,0.116862,0.166846,440.160984,-0.41588,-0.17511,-1097.3852921,-1097.0452082,-1096.9952242,-94.43450909988604,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7713,K+_electrolyte718,COC1OCOCC1C.[K+],K+,[K+],electrolyte718,COC1OCOCC1C,-599.7431251,-461.4663351,0.143132,0.18746,390.34628,-0.9748,-0.26275,-599.7609368,-461.6693583,-0.21785,0.03941,-461.3232031,-461.2788751,-1061.2344348,0.138996,0.190118,450.181664,-0.39862,-0.1848,-1061.4626521,-1061.0954388,-1061.0443168,-65.57081229972064,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7714,K+_electrolyte719,CC(C)C1OCOCO1.[K+],K+,[K+],electrolyte719,CC(C)C1OCOCO1,-599.7431251,-461.4737523,0.143279,0.187208,386.83172,-0.9748,-0.28355,-599.7609368,-461.6761261,-0.21785,0.0419,-461.3304733,-461.2865443,-1061.2605986,0.140551,0.190334,438.391152,-0.45118,-0.17032,-1061.486897,-1061.1200476,-1061.0702646,-114.7900106001312,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7715,K+_electrolyte720,CCCC1OCOCO1.[K+],K+,[K+],electrolyte720,CCCC1OCOCO1,-599.7431251,-461.4737529,0.143281,0.187209,386.819168,-0.9748,-0.28355,-599.7609368,-461.676126,-0.21785,0.0419,-461.3304719,-461.2865439,-1061.2605981,0.140552,0.190333,438.374416,-0.45116,-0.17033,-1061.4868969,-1061.1200461,-1061.0702651,-114.7871225496311,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7716,K+_electrolyte721,COCOC1COCO1.[K+],K+,[K+],electrolyte721,COCOC1COCO1,-599.7431251,-497.3633421,0.118568,0.164037,400.400432,-0.9748,-0.26567,-599.7609368,-497.5618611,-0.21785,0.04718,-497.2447741,-497.1993051,-1097.1528936,0.115989,0.167312,451.943128,-0.40266,-0.16866,-1097.3781778,-1097.0369046,-1096.9855816,-121.8925131997799,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7717,K+_electrolyte722,COC1OCOC1OC.[K+],K+,[K+],electrolyte722,COC1OCOC1OC,-599.7431251,-497.3677345,0.118096,0.163631,400.986192,-0.9748,-0.26718,-599.7609368,-497.5654636,-0.21785,0.0416,-497.2496385,-497.2041035,-1097.1430631,0.11497,0.166852,456.87188,-0.41009,-0.17292,-1097.3663957,-1097.0280931,-1096.9762111,-84.55028925009691,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7718,K+_electrolyte723,COCC1OCOCO1.[K+],K+,[K+],electrolyte723,COCC1OCOCO1,-599.7431251,-497.3664382,0.120194,0.164357,388.894432,-0.9748,-0.2613,-599.7609368,-497.5633744,-0.21785,0.04488,-497.2462442,-497.2020812,-1097.1479274,0.117335,0.16742,441.047992,-0.38664,-0.17484,-1097.369556,-1097.0305924,-1096.9805074,-100.7249445500627,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7719,K+_electrolyte724,CC1COCC(C)(C)C1.[K+],K+,[K+],electrolyte724,CC1COCC(C)(C)C1,-599.7431251,-389.6430193,0.188367,0.233058,393.54704,-0.9748,-0.24961,-599.7609368,-389.8569995,-0.21785,0.03216,-389.4546523,-389.4099613,-989.4034683,0.185019,0.236134,450.118904,-0.36453,-0.18857,-989.6389858,-989.2184493,-989.1673343,-45.4838994498719,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7720,K+_electrolyte725,CC1CCOCC1(C)C.[K+],K+,[K+],electrolyte725,CC1CCOCC1(C)C,-599.7431251,-389.6434087,0.18922,0.233265,387.865168,-0.9748,-0.2473,-599.7609368,-389.8564713,-0.21785,0.0344,-389.4541887,-389.4101437,-989.396921,0.184587,0.235697,450.068696,-0.37368,-0.19436,-989.6320499,-989.212334,-989.1612240000001,-27.27159359991674,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7721,K+_electrolyte726,CCC1(C)CCCOC1.[K+],K+,[K+],electrolyte726,CCC1(C)CCCOC1,-599.7431251,-389.6431461,0.18877,0.233617,394.919392,-0.9748,-0.24895,-599.7609368,-389.8569729,-0.21785,0.03787,-389.4543761,-389.4095291,-989.4184937,0.185002,0.236931,457.281912,-0.39446,-0.17901,-989.6572437,-989.2334917,-989.1815627,-84.60017374982172,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7722,K+_electrolyte727,CC1(C)COCC1(C)C.[K+],K+,[K+],electrolyte727,CC1(C)COCC1(C)C,-599.7431251,-389.6395355,0.186694,0.232199,400.718416,-0.9748,-0.24444,-599.7609368,-389.8517234,-0.21785,0.03017,-389.4528415,-389.4073365,-989.3905941,0.181102,0.234801,472.867312,-0.35547,-0.19402,-989.6257717,-989.2094921,-989.1557931000001,-20.82940424994413,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7723,K+_electrolyte728,CCC1(C)COCC1C.[K+],K+,[K+],electrolyte728,CCC1(C)COCC1C,-599.7431251,-389.6315985,0.186461,0.233108,410.772568,-0.9748,-0.24779,-599.7609368,-389.8450812,-0.21785,0.03427,-389.4451375,-389.3984905,-989.4171922,0.182274,0.236342,476.126648,-0.40016,-0.17958,-989.6541574,-989.2349182,-989.1808502,-111.5013093000171,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7724,K+_electrolyte729,CC1COCC(C)C1C.[K+],K+,[K+],electrolyte729,CC1COCC(C)C1C,-599.7431251,-389.6397203,0.18881,0.233669,395.03236,-0.9748,-0.25001,-599.7609368,-389.854021,-0.21785,0.03161,-389.4509103,-389.4060513,-989.4002897,0.185451,0.236644,450.800896,-0.3657,-0.18816,-989.6364475,-989.2148387000001,-989.1636457000001,-45.80000964990955,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7725,K+_electrolyte730,CCC1COCC(C)C1.[K+],K+,[K+],electrolyte730,CCC1COCC(C)C1,-599.7431251,-389.6386648,0.188992,0.234029,396.588808,-0.9748,-0.24882,-599.7609368,-389.8532802,-0.21785,0.03226,-389.4496728,-389.4046358,-989.4184264,0.184347,0.23711,464.624832,-0.39993,-0.1775,-989.6584996,-989.2340794,-989.1813164,-96.18913074996317,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7726,K+_electrolyte731,CCC1COCC1(C)C.[K+],K+,[K+],electrolyte731,CCC1COCC1(C)C,-599.7431251,-389.6428261,0.188306,0.233791,400.538504,-0.9748,-0.24916,-599.7609368,-389.8573254,-0.21785,0.0385,-389.4545201,-389.4090351,-989.4143551,0.182917,0.237094,477.076416,-0.39482,-0.1801,-989.6520496,-989.2314381,-989.1772611,-74.5744394498526,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7727,K+_electrolyte732,CC(C)C1(C)CCOC1.[K+],K+,[K+],electrolyte732,CC(C)C1(C)CCOC1,-599.7431251,-389.6337787,0.186629,0.233033,408.6303600000001,-0.9748,-0.24437,-599.7609368,-389.8468678,-0.21785,0.03268,-389.4471497,-389.4007457,-989.3916667,0.181811,0.235635,473.971888,-0.34563,-0.19442,-989.6262837,-989.2098556999999,-989.1560317,-38.7599939498345,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7728,K+_electrolyte733,CC1COCCC1(C)C.[K+],K+,[K+],electrolyte733,CC1COCCC1(C)C,-599.7431251,-389.642965,0.189168,0.233213,387.860984,-0.9748,-0.24877,-599.7609368,-389.8560571,-0.21785,0.03537,-389.453797,-389.409752,-989.423265,0.185107,0.236424,451.89292,-0.39788,-0.17929,-989.6603575,-989.238158,-989.186841,-97.60269994991637,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7729,K+_electrolyte734,CC(C)C1CCCOC1.[K+],K+,[K+],electrolyte734,CC(C)C1CCCOC1,-599.7431251,-389.6410931,0.188567,0.233876,398.98624,-0.9748,-0.24732,-599.7609368,-389.8549425,-0.21785,0.03834,-389.4525261,-389.4072171,-989.3976811,0.185011,0.236482,453.256904,-0.35977,-0.19201,-989.6328707,-989.2126701,-989.1611991,-35.34684394994505,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7730,K+_electrolyte735,CCC1(CC)CCOC1.[K+],K+,[K+],electrolyte735,CCC1(CC)CCOC1,-599.7431251,-389.6334138,0.18844,0.233931,400.592896,-0.9748,-0.24562,-599.7609368,-389.8473472,-0.21785,0.03352,-389.4449738,-389.3994828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7731,K+_electrolyte736,CCC1COCCC1C.[K+],K+,[K+],electrolyte736,CCC1COCCC1C,-599.7431251,-389.6412855,0.18849,0.233941,400.249808,-0.9748,-0.25055,-599.7609368,-389.855785,-0.21785,0.03856,-389.4527955,-389.4073445,-989.4178075,0.185298,0.237329,458.185656,-0.39663,-0.17708,-989.6569385,-989.2325095,-989.1804784999999,-87.68356094988707,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7732,K+_electrolyte737,CCOCC1CCCC1.[K+],K+,[K+],electrolyte737,CCOCC1CCCC1,-599.7431251,-389.63154,0.186033,0.233899,421.5045280000001,-0.9748,-0.25652,-599.7609368,-389.8474918,-0.21785,0.04,-389.445507,-389.397641,-989.4141947,0.182799,0.237194,479.001056,-0.40874,-0.17369,-989.6531019,-989.2313957,-989.1770007,-103.7849648000975,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7733,K+_electrolyte738,CCOCC1CCOC1.[K+],K+,[K+],electrolyte738,CCOCC1CCOC1,-599.7431251,-425.5363233,0.163174,0.210699,418.508784,-0.9748,-0.24429,-599.7609368,-425.7458868,-0.21785,0.03644,-425.3731493,-425.3256243,-1025.3360563,0.162416,0.214267,456.59992,-0.40722,-0.15973,-1025.5717658,-1025.1736403,-1025.1217893,-148.6240414501945,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7734,K+_electrolyte739,CCCC1(C)CCOC1.[K+],K+,[K+],electrolyte739,CCCC1(C)CCOC1,-599.7431251,-389.6310906,0.187616,0.233543,404.4338080000001,-0.9748,-0.25104,-599.7609368,-389.8449043,-0.21785,0.03428,-389.4434746,-389.3975476,-989.3902291,0.182691,0.235886,468.432272,-0.36767,-0.18844,-989.627123,-989.2075381000001,-989.1543431,-42.04318170005206,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7735,K+_electrolyte740,CCC1CCOCC1C.[K+],K+,[K+],electrolyte740,CCC1CCOCC1C,-599.7431251,-389.6352533,0.189656,0.234267,392.844128,-0.9748,-0.24672,-599.7609368,-389.8494501,-0.21785,0.03131,-389.4455973,-389.4009863,-989.3943928,0.185122,0.236596,453.282008,-0.36315,-0.192,-989.6295043,-989.2092708,-989.1577968,-42.04580719989619,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7736,K+_electrolyte741,CCCC1CCCOC1.[K+],K+,[K+],electrolyte741,CCCC1CCCOC1,-599.7431251,-389.6384011,0.188579,0.234228,401.981984,-0.9748,-0.24796,-599.7609368,-389.8524605,-0.21785,0.04076,-389.4498221,-389.4041731,-989.3995264,0.184782,0.236852,458.520376,-0.36946,-0.18865,-989.6365426,-989.2147444,-989.1626744,-47.259525099896,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7737,K+_electrolyte742,COCC1(C)CCOC1.[K+],K+,[K+],electrolyte742,COCC1(C)CCOC1,-599.7431251,-425.5330363,0.162514,0.21,418.161512,-0.9748,-0.24972,-599.7609368,-425.7414806,-0.21785,0.03043,-425.3705223,-425.3230363,-1025.3124193,0.159965,0.213073,467.6666,-0.37885,-0.17754,-1025.5447738,-1025.1524543,-1025.0993463,-95.19511645017448,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7738,K+_electrolyte743,COCC1CCCOC1.[K+],K+,[K+],electrolyte743,COCC1CCCOC1,-599.7431251,-425.5362988,0.162962,0.210003,414.23692,-0.9748,-0.24575,-599.7609368,-425.7454427,-0.21785,0.03691,-425.3733368,-425.3262958,-1025.3330153,0.161969,0.213581,454.491184,-0.40665,-0.16432,-1025.5676953,-1025.1710463,-1025.1194343,-140.704220699744,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7739,K+_electrolyte744,CC(C)C1COCC1C.[K+],K+,[K+],electrolyte744,CC(C)C1COCC1C,-599.7431251,-389.6308138,0.186837,0.23344,410.391824,-0.9748,-0.24358,-599.7609368,-389.8447006,-0.21785,0.02775,-389.4439768,-389.3973738,-989.3844051,0.182889,0.236273,470.0933200000001,-0.34395,-0.19584,-989.6199974,-989.2015160999999,-989.1481321,-27.4790080998408,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7740,K+_electrolyte745,CCC1COCC1CC.[K+],K+,[K+],electrolyte745,CCC1COCC1CC,-599.7431251,-389.6356635,0.187099,0.233612,409.59268,-0.9748,-0.25251,-599.7609368,-389.8497944,-0.21785,0.04014,-389.4485645,-389.4020515,-989.3881206,0.181739,0.236302,480.478008,-0.36848,-0.193,-989.6244011,-989.2063816,-989.1518186,-24.50116599977761,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7741,K+_electrolyte746,CCCC1COCC1C.[K+],K+,[K+],electrolyte746,CCCC1COCC1C,-599.7431251,-389.6325188,0.186819,0.233675,412.617712,-0.9748,-0.24473,-599.7609368,-389.8466239,-0.21785,0.03296,-389.4456998,-389.3988438,-989.3909953,0.182953,0.236358,470.285784,-0.37642,-0.18895,-989.627261,-989.2080423,-989.1546373,-40.30510069981378,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7742,K+_electrolyte747,COCC1COCC1C.[K+],K+,[K+],electrolyte747,COCC1COCC1C,-599.7431251,-425.5309284,0.163639,0.210376,411.563344,-0.9748,-0.24986,-599.7609368,-425.7390629,-0.21785,0.03373,-425.3672894,-425.3205524,-1025.3102129,0.16044,0.213627,468.365328,-0.37552,-0.17777,-1025.5428486,-1025.1497729,-1025.0965859,-94.93650469963347,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
7743,K+_electrolyte748,CC(C)(C)C1CCOC1.[K+],K+,[K+],electrolyte748,CC(C)(C)C1CCOC1,-599.7431251,-389.6365692,0.186974,0.232921,404.609536,-0.9748,-0.25339,-599.7609368,-389.8498323,-0.21785,0.03181,-389.4495952,-389.4036482,-989.4176729,0.183975,0.236231,460.164688,-0.40821,-0.17738,-989.6552935,-989.2336978999999,-989.1814419,-99.71281429978248,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
