id,Name,SMILES,Cation_type,Energy_Hatree,Thermal_correction_to_Gibbs_Free_Energy_Hatree,Thermal_correction_to_Enthalpy_Hatree,Entropy_J_per_mol_K,HOMO_Hatree,LUMO_Hatree,Dipole_Debye,Gibbs_Free_Energy_Hatree,Enthalpy_Hatree,HOMO_LUMO_Gap_eV,Software,Source,Theory_Level
2895,c-c113+c-b70+c-b73,CC(C)C[N+]1(CCCS(=O)(=O)O)CCCCC1,piperidinium,-1151.183895,0.327174,0.395293,599.86008,-0.42726,-0.11574,7.8876,-1150.856721,-1150.788602,8.473343999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2896,c-c113+c-b18+c-b24,CCC(=O)[N+]1(c2ccccc2C)CCCCC1,piperidinium,-714.4796109,0.29202,0.353443,540.894968,-0.39278,-0.19443,2.2537,-714.1875909,-714.1261679,5.39512,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2897,c-c113+c-b6+c-b24,Cc1ccccc1[N+]1(CCN)CCCCC1,piperidinium,-656.4905854,0.303987,0.361986,510.7366960000001,-0.36247,-0.15789,2.2437,-656.1865984,-656.1285994,5.564576,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2898,c-c113+c-b8+c-b76,CC#CC[N+]1(OC)CCCCC1,piperidinium,-521.4508543,0.220697,0.275932,486.3941840000001,-0.40514,-0.13744,1.7123,-521.2301573,-521.1749222999999,7.28144,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2899,c-c113+c-b16+c-b40,CN(C)[N+]1(CCCC#N)CCCCC1,piperidinium,-596.2944851,0.280168,0.33642,495.356312,-0.40651,-0.11725,5.5183,-596.0143171,-595.9580651,7.867871999999998,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2900,c-c113+c-b16+c-b20,N#CCCC[N+]1(c2ccc(Cl)c(Cl)c2)CCCCC1,piperidinium,-1612.5875377,0.261748,0.328307,586.1198240000001,-0.37936,-0.17368,11.0749,-1612.3257897,-1612.2592307,5.594495999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2901,c-c113+c-b41+c-b79,CC1(C)OCC([N+]2(CCCO)CCCCC2)O1,piperidinium,-791.1390434,0.335852,0.399037,556.4092400000001,-0.40027,-0.10131,3.4755,-790.8031914,-790.7400064,8.131712,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2902,c-c113+c-b4+c-b40,CN(C)[N+]1(CCO)CCCCC1,piperidinium,-539.963867,0.260551,0.312446,456.984848,-0.39546,-0.10855,0.9514,-539.7033160000001,-539.651421,7.803952,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2903,c-c113+c-b24+c-b41,Cc1ccccc1[N+]1(C2COC(C)(C)O2)CCCCC1,piperidinium,-868.2983499,0.351829,0.417556,578.7894560000001,-0.38594,-0.15598,2.5196,-867.9465209,-867.8807939,6.254912,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2904,c-c113+c-b38+c-b78,C#CC[N+]1(CCCCC)CCCCC1,piperidinium,-564.1939897,0.300363,0.358626,513.071368,-0.42261,-0.14009,3.0356,-563.8936267,-563.8353637,7.684544,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2905,c-c113+c-b27+c-b60,C=CC[N+]1(C(C)C#N)CCCCC1,piperidinium,-539.7487012,0.24166,0.295073,470.352728,-0.42002,-0.16644,4.7942,-539.5070412,-539.4536282,6.897376,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2906,c-c113+c-b10+c-b18,CCC(=O)[N+]1(CC)CCCCC1,piperidinium,-522.7758038,0.246057,0.299507,470.683264,-0.45449,-0.20237,3.4394,-522.5297468,-522.4762968,6.857664,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2907,c-c113+c-b27+c-b56,CCCCCCC[N+]1(C(C)C#N)CCCCC1,piperidinium,-698.1898781,0.367196,0.434595,593.517136,-0.41372,-0.14864,8.3373,-697.8226821,-697.7552831,7.210176,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2908,c-c113+c-b37+c-b73,CC(C)C[N+]1(CC(C)O)CCCCC1,piperidinium,-602.5762594,0.322227,0.3816,522.83264,-0.41656,-0.11197,2.1995,-602.2540324,-602.1946594,8.284847999999998,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2909,c-c113+c-b36+c-b81,CCC[N+]1(c2ccccc2)CCCCC1,piperidinium,-601.1523504,0.287675,0.344006,496.050856,-0.40018,-0.16244,2.3507,-600.8646754,-600.8083444,6.466527999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2910,c-c113+c-b40+c-b65,CCC#CC[N+]1(N(C)C)CCCCC1,piperidinium,-580.1926175,0.285704,0.346544,535.7612,-0.38689,-0.13076,2.2981,-579.9069135,-579.8460735,6.966736,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2911,c-c113+c-b20+c-b28,C=CCC[N+]1(c2ccc(Cl)c(Cl)c2)CCCCC1,piperidinium,-1558.4273217,0.2673,0.332891,577.592832,-0.38033,-0.17325,7.5673,-1558.1600217,-1558.0944307,5.632576,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2912,c-c113+c-b9+c-b74,CC(=O)[N+]1(C(C)F)CCCCC1,piperidinium,-582.6930112,0.204246,0.261813,506.93344,-0.45757,-0.23859,3.8621,-582.4887652,-582.4311982,5.956255999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2913,c-c90+c-b6,NCC[N+]12CCC(CC1)CC2,piperidinium,-463.5908428,0.239005,0.286248,416.0276720000001,-0.37219,-0.12821,1.4031,-463.3518378,-463.3045948,6.636256,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2914,c-c113+c-b6+c-b16,N#CCCC[N+]1(CCN)CCCCC1,piperidinium,-596.3380831,0.28067,0.33839,508.276504,-0.39321,-0.11564,5.2721,-596.0574131,-595.9996931,7.549904,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2915,c-c113+c-b10+c-b75,CC[N+]1(c2c(Cl)cccc2Cl)CCCCC1,piperidinium,-1481.0217699,0.240061,0.298528,514.853752,-0.39269,-0.19424,2.0787,-1480.7817089,-1480.7232419,5.39784,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2916,c-c113+c-b10+c-b73,CC[N+]1(CC(C)C)CCCCC1,piperidinium,-488.0634424,0.293392,0.347299,474.69572,-0.46936,-0.10967,1.9743,-487.7700504,-487.7161434,9.783568,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2917,c-c89+c-b53,C[N+]1(c2cccnc2)CCCCC1,piperidinium,-538.5820266,0.224033,0.273989,439.914128,-0.40027,-0.18414,4.5612,-538.3579936,-538.3080375999999,5.878736,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2918,c-c113+c-b12+c-b40,CN(C)[N+]1(C(=O)C(C)(C)C)CCCCC1,piperidinium,-656.6774557,0.311912,0.373424,541.677376,-0.38901,-0.19866,1.5723,-656.3655437,-656.3040317,5.17752,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2919,c-c113+c-b22+c-b60,C=CC[N+]1(c2ccc(Cl)cc2)CCCCC1,piperidinium,-1059.5326363,0.253491,0.31195,514.7868080000001,-0.38399,-0.16938,6.4738,-1059.2791453,-1059.2206863,5.837391999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2920,c-c113+c-b36+c-b70,O=S(=O)(O)CCC[N+]1(c2ccccc2)CCCCC1,piperidinium,-1224.9740462,0.296753,0.362975,583.149184,-0.38827,-0.15027,6.2853,-1224.6772932,-1224.6110712,6.4736,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2921,c-c90+c-b54,CCCCCCCCCCC[N+]12CCC(CC1)CC2,piperidinium,-761.9932666,0.456043,0.529257,644.7209280000001,-0.37903,-0.12051,13.1811,-761.5372236,-761.4640095999999,7.031743999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2922,c-c113+c-b11+c-b38,C#CC[N+]1(C(F)(F)F)CCCCC1,piperidinium,-704.696698,0.169698,0.221404,455.327984,-0.43689,-0.16079,3.5621,-704.5269999999999,-704.475294,7.50992,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2923,c-c113+c-b16+c-b75,N#CCCC[N+]1(c2c(Cl)cccc2Cl)CCCCC1,piperidinium,-1612.5667864,0.262632,0.328207,577.4505760000001,-0.39905,-0.1991,3.3667,-1612.3041544,-1612.2385794,5.43864,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2924,c-c90+c-b65,CCC#CC[N+]12CCC(CC1)CC2,piperidinium,-523.7015375,0.250979,0.308512,506.636376,-0.39936,-0.1349,2.477,-523.4505584999999,-523.3930255,7.193312000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2925,c-c113+c-b29+c-b46,Cc1ccc([N+]2(C(C)C)CCCCC2)cc1,piperidinium,-640.4637089,0.309748,0.371919,547.472216,-0.38014,-0.15007,2.368,-640.1539609,-640.0917899,6.257903999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2926,c-c113+c-b45+c-b48,Cc1cccc([N+]2(C(=O)O)CCCCC2)c1,piperidinium,-711.1085194,0.243045,0.301891,518.196768,-0.38851,-0.17883,2.0963,-710.8654743999999,-710.8066284,5.703296000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2927,c-c113+c-b37+c-b80,CC(O)C[N+]1(C(C)C)CCCCC1,piperidinium,-563.2781868,0.297188,0.352811,489.808328,-0.41019,-0.1085,1.4522,-562.9809988,-562.9253758,8.205968,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2928,c-c113+c-b13+c-b77,N#CCC[N+]1(CC(F)(F)F)CCCCC1,piperidinium,-799.414853,0.212428,0.270044,507.368576,-0.47707,-0.1407,8.1742,-799.202425,-799.144809,9.149264,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2929,c-c113+c-b8+c-b40,CC#CC[N+]1(N(C)C)CCCCC1,piperidinium,-540.8900389,0.2596,0.317335,508.4103920000001,-0.38416,-0.1273,1.2007,-540.6304389000001,-540.5727039000001,6.986591999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2930,c-c113+c-b13+c-b78,CCCCC[N+]1(CCC#N)CCCCC1,piperidinium,-619.5896175,0.316091,0.377411,539.978672,-0.44443,-0.12688,6.1458,-619.2735265,-619.2122065,8.63736,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2931,c-c113+c-b3+c-b80,CC(C)[N+]1(C2CCCC2)CCCCC1,piperidinium,-565.4605514,0.32814,0.383921,491.205784,-0.45181,-0.10984,2.121,-565.1324114,-565.0766304,9.301584,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2932,c-c113+c-b28+c-b67,C=CCC[N+]1(c2ccc(C)c(F)c2)CCCCC1,piperidinium,-777.7888438,0.305643,0.37032,569.5344480000001,-0.38371,-0.1623,3.9977,-777.4832008,-777.4185238,6.022352,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2933,c-c113+c-b53+c-b78,CCCCC[N+]1(c2cccnc2)CCCCC1,piperidinium,-695.801951,0.328351,0.389936,542.3175279999999,-0.3941,-0.17442,3.142,-695.4736,-695.412015,5.975296,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2934,c-c113+c-b36+c-b47,CC(C)(C)[N+]1(c2ccccc2)CCCCC1,piperidinium,-640.4387112,0.313764,0.37195,512.389376,-0.3929,-0.15923,1.1226,-640.1249472,-640.0667612,6.355824,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2935,c-c113+c-b38+c-b54,C#CC[N+]1(CCCCCCCCCCC)CCCCC1,piperidinium,-800.0222344,0.454829,0.532537,684.297384,-0.3785,-0.13783,12.797,-799.5674054,-799.4896974,6.546224,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2936,c-c113+c-b22+c-b40,CN(C)[N+]1(c2ccc(Cl)cc2)CCCCC1,piperidinium,-1076.7560447,0.264559,0.322978,514.431168,-0.38224,-0.17087,6.7072,-1076.4914857,-1076.4330667,5.749264000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2937,c-c113+c-b12+c-b39,COC[N+]1(C(=O)C(C)(C)C)CCCCC1,piperidinium,-676.5740445,0.300316,0.362463,547.2672000000001,-0.42895,-0.19468,3.2849,-676.2737285000001,-676.2115815,6.372144,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2938,c-c113+c-b24+c-b48,Cc1cccc([N+]2(c3ccccc3C)CCCCC2)c1,piperidinium,-792.8678365,0.331581,0.396713,573.551088,-0.37684,-0.15488,1.5571,-792.5362554999999,-792.4711235,6.037312,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2939,c-c113+c-b10+c-b16,CC[N+]1(CCCC#N)CCCCC1,piperidinium,-540.9914581,0.265614,0.319634,475.69988,-0.4578,-0.1228,4.7673,-540.7258441,-540.6718241000001,9.111999999999998,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2940,c-c113+c-b24+c-b47,Cc1ccccc1[N+]1(C(C)(C)C)CCCCC1,piperidinium,-679.7503709,0.340872,0.40059,525.870224,-0.38305,-0.1532,1.4517,-679.4094989,-679.3497809,6.25192,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2941,c-c113+c-b40+c-b69,CCCCCCCCCC[N+]1(N(C)C)CCCCC1,piperidinium,-779.1787393,0.462701,0.538285,665.59072,-0.38234,-0.1122,11.6231,-778.7160382999999,-778.6404543,7.347808000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2942,c-c113+c-b16+c-b68,CC(C)CCC[N+]1(CCCC#N)CCCCC1,piperidinium,-698.206153,0.367332,0.435158,597.2743680000001,-0.43463,-0.11552,4.8533,-697.8388209999999,-697.770995,8.679791999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2943,c-c113+c-b8+c-b55,CC#CC[N+]1(c2cscn2)CCCCC1,piperidinium,-974.8156843,0.221872,0.281363,523.87864,-0.39766,-0.17946,1.1364,-974.5938123000001,-974.5343213,5.93504,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2944,c-c113+c-b22+c-b53,Clc1ccc([N+]2(c3cccnc3)CCCCC2)cc1,piperidinium,-1189.8903912,0.258729,0.319698,536.895064,-0.38194,-0.18063,4.9698,-1189.6316622,-1189.5706932,5.475631999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2945,c-c113+c-b39+c-b76,COC[N+]1(OC)CCCCC1,piperidinium,-520.5094384,0.218911,0.270314,452.650224,-0.44168,-0.13433,1.9167,-520.2905274,-520.2391244,8.35992,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2946,c-c113+c-b47+c-b60,C=CC[N+]1(C(C)(C)C)CCCCC1,piperidinium,-526.1271279,0.298894,0.352284,470.151896,-0.41143,-0.14969,0.6933,-525.8282339,-525.7748439,7.119328,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2947,c-c113+c-b70+c-b76,CO[N+]1(CCCS(=O)(=O)O)CCCCC1,piperidinium,-1108.4238098,0.250393,0.312879,550.250392,-0.43114,-0.14492,9.8527,-1108.1734168,-1108.1109308,7.785184000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2948,c-c113+c-b27+c-b30,CCCC[N+]1(C(C)C#N)CCCCC1,piperidinium,-580.2803897,0.290224,0.347614,505.376992,-0.45622,-0.14764,5.2064,-579.9901657,-579.9327757,8.393376,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2949,c-c113+c-b25+c-b65,CCC#CC[N+]1(N2CCC(C)CC2)CCCCC1,piperidinium,-736.2199392,0.372572,0.440577,598.85592,-0.36515,-0.12831,3.2055,-735.8473672,-735.7793622,6.442047999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2950,c-c113+c-b13+c-b24,Cc1ccccc1[N+]1(CCC#N)CCCCC1,piperidinium,-693.3790703,0.283991,0.344208,530.263424,-0.38458,-0.16136,5.8001,-693.0950793,-693.0348623,6.071583999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2951,c-c113+c-b20+c-b80,CC(C)[N+]1(c2ccc(Cl)c(Cl)c2)CCCCC1,piperidinium,-1520.3574826,0.264186,0.326846,551.78592,-0.38132,-0.17379,8.704,-1520.0932966,-1520.0306366,5.644816,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2952,c-c113+c-b39+c-b68,COC[N+]1(CCCC(C)C)CCCCC1,piperidinium,-641.8821509,0.347673,0.410624,554.346528,-0.41973,-0.10615,4.098,-641.5344779000001,-641.4715269000001,8.529376,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2953,c-c113+c-b19+c-b43,N#CC[N+]1(CCCF)CCCCC1,piperidinium,-600.9046576,0.230465,0.284176,472.976096,-0.47192,-0.16541,4.3376,-600.6741926,-600.6204816,8.337072,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2954,c-c113+c-b40+c-b41,CN(C)[N+]1(C2COC(C)(C)O2)CCCCC1,piperidinium,-731.9017202,0.320073,0.380304,530.388944,-0.39616,-0.11068,4.6482,-731.5816472,-731.5214162,7.765056,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2955,c-c113+c-b16+c-b48,Cc1cccc([N+]2(CCCC#N)CCCCC2)c1,piperidinium,-732.7118593,0.310052,0.372872,553.1875600000001,-0.38693,-0.16129,5.6799,-732.4018073,-732.3389873,6.137408,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2956,c-c113+c-b29+c-b80,CC(C)[N+]1(C(C)C)CCCCC1,piperidinium,-488.0570936,0.295113,0.347252,459.1354240000001,-0.46843,-0.11069,0.5541,-487.7619806,-487.7098415999999,9.730528,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2957,c-c113+c-b4+c-b83,CCCCCC[N+]1(CCO)CCCCC1,piperidinium,-641.8873102,0.347939,0.411778,562.1580560000001,-0.42062,-0.10615,5.7722,-641.5393712,-641.4755322,8.553584,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2958,c-c113+c-b46+c-b51,Cc1ccc([N+]2(C3CCCCC3)CCCCC2)cc1,piperidinium,-757.1889095,0.373331,0.437652,566.409,-0.37783,-0.15003,1.7575,-756.8155785,-756.7512575000001,6.19616,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2959,c-c113+c-b40+c-b45,CN(C)[N+]1(C(=O)O)CCCCC1,piperidinium,-574.7022151,0.213094,0.265059,457.60408,-0.41701,-0.1926,1.6316,-574.4891211,-574.4371561,6.103952,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2960,c-c113+c-b24+c-b37,Cc1ccccc1[N+]1(CC(C)O)CCCCC1,piperidinium,-715.6809497,0.316199,0.37773,541.8363680000001,-0.39099,-0.16067,1.9645,-715.3647507000001,-715.3032197,6.264704,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2961,c-c113+c-b8+c-b50,C=Cc1ccc([N+]2(CC#CC)CCCCC2)cc1,piperidinium,-715.3879972,0.292597,0.359834,592.086208,-0.3491,-0.16731,3.2338,-715.0954002,-715.0281632,4.944688000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2962,c-c113+c-b43+c-b56,CCCCCCC[N+]1(CC#N)CCCCC1,piperidinium,-658.8871662,0.340185,0.40588,578.504944,-0.4193,-0.15827,6.0625,-658.5469812,-658.4812862,7.100015999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2963,c-c113+c-b13+c-b31,N#CCC[N+]1(CCC(F)(F)F)CCCCC1,piperidinium,-838.732773,0.240224,0.299466,521.686224,-0.46954,-0.12716,3.5105,-838.4925489999999,-838.4333069999999,9.312736000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2964,c-c89+c-b78,CCCCC[N+]1(C)CCCCC1,piperidinium,-488.0590322,0.293988,0.347856,474.3651840000001,-0.44722,-0.11801,3.4998,-487.7650442,-487.7111762,8.954512,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2965,c-c113+c-b56+c-b60,C=CC[N+]1(CCCCCCC)CCCCC1,piperidinium,-644.0511772,0.374319,0.440222,580.333352,-0.41551,-0.15326,5.5877,-643.6768582,-643.6109552,7.1332,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2966,c-c113+c-b76+c-b79,CO[N+]1(CCCO)CCCCC1,piperidinium,-559.8236128,0.247498,0.300159,463.729456,-0.39644,-0.14512,4.7968,-559.5761148,-559.5234538,6.835903999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2967,c-c113+c-b30+c-b69,CCCCCCCCCC[N+]1(CCCC)CCCCC1,piperidinium,-802.4926134,0.501398,0.579811,690.498072,-0.38622,-0.10317,10.2751,-801.9912154,-801.9128024,7.69896,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2968,c-c113+c-b53+c-b65,CCC#CC[N+]1(c2cccnc2)CCCCC1,piperidinium,-693.3378554,0.280253,0.343239,554.647776,-0.391,-0.1767,4.1705,-693.0576024,-692.9946163999999,5.82896,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2969,c-c113+c-b29+c-b47,CC(C)[N+]1(C(C)(C)C)CCCCC1,piperidinium,-527.3485377,0.322079,0.375723,472.390336,-0.46051,-0.11111,0.8051,-527.0264586999999,-526.9728147,9.50368,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2970,c-c113+c-b40+c-b76,CO[N+]1(N(C)C)CCCCC1,piperidinium,-500.5956425,0.231548,0.281434,439.294896,-0.39939,-0.14858,1.3177,-500.3640945,-500.3142085,6.822032000000001,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2971,c-c113+c-b10+c-b55,CC[N+]1(c2cscn2)CCCCC1,piperidinium,-898.6800876,0.218028,0.270112,458.6500800000001,-0.40911,-0.18288,2.3321,-898.4620596,-898.4099755999999,6.153455999999999,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2972,c-c113+c-b16+c-b73,CC(C)C[N+]1(CCCC#N)CCCCC1,piperidinium,-619.5956264,0.316656,0.37735,534.476712,-0.45228,-0.11869,4.8064,-619.2789704,-619.2182764,9.073648,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2973,c-c113+c-b4+c-b69,CCCCCCCCCC[N+]1(CCO)CCCCC1,piperidinium,-799.102347,0.452103,0.52764,665.17232,-0.3819,-0.1077,12.2354,-798.650244,-798.574707,7.45824,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
2974,c-c113+c-b72+c-b80,CCC(C)C[N+]1(C(C)C)CCCCC1,piperidinium,-566.6698768,0.34434,0.40491,533.3721360000001,-0.44599,-0.10629,2.7197,-566.3255368,-566.2649668,9.23984,Gaussian,QC,"opt+freq: b3lyp/6-311G** em=gd3bj
energy: M062X/6-311G+(2d, p) em=gd3"
